ORDERID,ORDERDATE,SHIPDATE,SHIPMODE,CUSTOMERID,PRODUCTID,ORDERCOSTPRICE,ORDERSELLINGPRICE
8739,2022/12/08,2022/12/11,First Class,MJ-17740,OFF-AR-10004441,9,13.0
8740,2022/12/08,2022/12/11,First Class,MJ-17740,TEC-PH-10001924,67,84.0
8741,2021/07/24,2021/07/25,First Class,JG-15160,OFF-AR-10004456,66,73.0
8742,2020/11/09,2020/11/09,Same Day,AG-10765,OFF-BI-10001890,5,11.0
8743,2020/10/02,2020/10/04,First Class,CK-12205,FUR-FU-10000629,6,11.0
8744,2020/10/02,2020/10/04,First Class,CK-12205,TEC-AC-10002323,37,53.0
8745,2020/11/22,2020/11/25,Second Class,HD-14785,OFF-AR-10003056,15,17.0
8746,2020/11/22,2020/11/25,Second Class,HD-14785,OFF-PA-10000300,42,60.0
8747,2022/02/02,2022/02/07,Standard Class,BO-11350,FUR-FU-10000293,190,211.0
8748,2022/02/02,2022/02/07,Standard Class,BO-11350,OFF-BI-10003638,25,31.0
8749,2022/02/02,2022/02/07,Standard Class,BO-11350,TEC-MA-10002109,192,240.0
8750,2020/06/16,2020/06/19,First Class,LC-16885,OFF-BI-10003527,1830,3050.0
8751,2020/06/16,2020/06/19,First Class,LC-16885,TEC-PH-10004922,121,134.0
8752,2021/05/05,2021/05/09,Standard Class,RB-19465,OFF-PA-10001001,75,93.0
8753,2021/05/05,2021/05/09,Standard Class,RB-19465,TEC-PH-10001198,89,177.0
8754,2022/09/09,2022/09/10,First Class,JD-16015,OFF-LA-10000443,16,18.0
8755,2022/09/09,2022/09/10,First Class,JD-16015,OFF-BI-10003669,2,5.0
8756,2022/09/09,2022/09/10,First Class,JD-16015,OFF-BI-10001628,4,6.0
8757,2021/07/22,2021/07/26,Standard Class,MF-17665,OFF-AP-10002350,26,38.0
8758,2021/07/22,2021/07/26,Standard Class,MF-17665,OFF-PA-10004100,41,52.0
8759,2021/07/22,2021/07/26,Standard Class,MF-17665,FUR-FU-10000794,14,27.0
8760,2021/07/22,2021/07/26,Standard Class,MF-17665,OFF-BI-10002012,4,5.0
8761,2021/01/31,2021/02/06,Standard Class,BF-11170,OFF-BI-10003527,1017,1271.0
8762,2021/01/31,2021/02/06,Standard Class,BF-11170,OFF-EN-10004483,88,125.0
8763,2021/12/29,2022/01/02,Standard Class,FO-14305,OFF-ST-10003722,8,14.0
8764,2021/12/29,2022/01/02,Standard Class,FO-14305,OFF-SU-10002557,25,28.0
8765,2020/11/21,2020/11/27,Standard Class,BB-11545,OFF-AR-10002257,3,5.0
8766,2020/11/21,2020/11/27,Standard Class,BB-11545,OFF-BI-10000756,1,2.0
8767,2020/11/21,2020/11/27,Standard Class,BB-11545,OFF-AP-10004136,15,25.0
8768,2020/11/21,2020/11/27,Standard Class,BB-11545,OFF-BI-10002194,4,8.0
8769,2020/10/05,2020/10/09,Standard Class,IL-15100,TEC-AC-10000892,230,288.0
8770,2021/09/12,2021/09/13,Same Day,PO-19180,TEC-PH-10001870,88,147.0
8771,2021/09/12,2021/09/13,Same Day,PO-19180,FUR-CH-10002304,75,83.0
8772,2022/09/14,2022/09/17,First Class,DB-13555,OFF-AP-10002534,471,943.0
8773,2022/09/14,2022/09/17,First Class,DB-13555,OFF-PA-10001125,52,74.0
8774,2020/02/23,2020/02/28,Standard Class,LC-16960,OFF-AP-10000804,13,27.0
8775,2020/02/23,2020/02/28,Standard Class,LC-16960,OFF-BI-10002982,5,11.0
8776,2021/12/05,2021/12/09,Second Class,MP-18175,OFF-AR-10001547,3,4.0
8777,2021/07/02,2021/07/03,First Class,EA-14035,FUR-CH-10000665,317,528.0
8778,2021/07/02,2021/07/03,First Class,EA-14035,OFF-PA-10000520,21,41.0
8779,2022/12/13,2022/12/18,Standard Class,BP-11095,FUR-BO-10004015,144,288.0
8780,2020/03/20,2020/03/22,Second Class,BM-11785,OFF-ST-10004258,18,29.0
8781,2020/03/01,2020/03/04,First Class,CM-12715,OFF-AR-10003696,44,55.0
8782,2020/03/01,2020/03/04,First Class,CM-12715,FUR-BO-10001811,860,1228.0
8783,2021/09/15,2021/09/20,Standard Class,JD-16150,OFF-BI-10001249,10,20.0
8784,2021/09/15,2021/09/20,Standard Class,JD-16150,FUR-TA-10003473,677,1128.0
8785,2022/03/17,2022/03/23,Standard Class,AS-10630,OFF-LA-10003190,4,5.0
8786,2022/05/28,2022/06/02,Standard Class,CM-11815,TEC-PH-10001305,98,196.0
8787,2022/05/28,2022/06/02,Standard Class,CM-11815,OFF-PA-10001534,8,16.0
8788,2022/05/28,2022/06/02,Standard Class,CM-11815,TEC-AC-10000844,245,272.0
8789,2022/06/15,2022/06/19,Standard Class,JE-15715,FUR-CH-10000847,419,698.0
8790,2022/06/15,2022/06/19,Standard Class,JE-15715,FUR-BO-10000468,54,78.0
8791,2020/09/06,2020/09/12,Standard Class,AG-10525,OFF-BI-10002799,42,47.0
8792,2022/03/18,2022/03/24,Standard Class,TT-21220,TEC-PH-10001557,484,538.0
8793,2019/12/19,2019/12/21,First Class,BP-11095,OFF-LA-10001934,9,15.0
8794,2019/12/19,2019/12/21,First Class,BP-11095,OFF-FA-10004248,16,23.0
8795,2019/12/19,2019/12/21,First Class,BP-11095,TEC-PH-10001944,350,584.0
8796,2019/12/19,2019/12/21,First Class,BP-11095,TEC-PH-10002085,148,211.0
8797,2021/07/07,2021/07/13,Standard Class,MJ-17740,OFF-PA-10003441,12,13.0
8798,2021/07/07,2021/07/13,Standard Class,MJ-17740,OFF-AR-10004602,23,46.0
8799,2021/04/06,2021/04/10,Standard Class,VM-21685,TEC-PH-10002555,1036,1295.0
8800,2019/05/08,2019/05/10,First Class,KT-16480,TEC-CO-10001449,1260,1800.0
8801,2022/11/23,2022/11/27,Standard Class,CS-12250,OFF-PA-10004285,10,11.0
8802,2021/11/10,2021/11/12,First Class,AB-10015,TEC-PH-10000562,155,222.0
8803,2021/11/10,2021/11/12,First Class,AB-10015,FUR-BO-10003966,239,342.0
8804,2019/12/31,2020/01/01,First Class,AH-10030,TEC-AC-10003614,31,35.0
8805,2019/12/31,2020/01/01,First Class,AH-10030,OFF-LA-10003148,11,19.0
8806,2022/08/19,2022/08/23,Standard Class,DO-13435,OFF-BI-10002133,62,103.0
8807,2021/09/12,2021/09/16,Standard Class,MC-17590,FUR-FU-10002813,36,40.0
8808,2022/10/26,2022/10/31,Standard Class,JF-15190,OFF-BI-10004330,27,33.0
8809,2022/10/26,2022/10/31,Standard Class,JF-15190,TEC-PH-10002807,107,119.0
8810,2022/10/26,2022/10/31,Standard Class,JF-15190,OFF-LA-10001404,10,15.0
8811,2022/05/30,2022/06/04,Standard Class,SM-20950,OFF-PA-10004911,26,38.0
8812,2021/03/08,2021/03/13,Standard Class,SP-20650,OFF-AP-10004233,104,207.0
8813,2021/03/08,2021/03/13,Standard Class,SP-20650,OFF-AR-10002766,10,14.0
8814,2020/07/26,2020/07/31,Standard Class,CK-12760,FUR-CH-10003199,240,266.0
8815,2020/11/23,2020/11/25,Second Class,PW-19240,TEC-PH-10003012,185,308.0
8816,2020/11/23,2020/11/25,Second Class,PW-19240,OFF-PA-10001583,26,44.0
8817,2020/11/23,2020/11/25,Second Class,PW-19240,OFF-AR-10001940,7,13.0
8818,2020/11/23,2020/11/25,Second Class,PW-19240,OFF-EN-10003286,15,17.0
8819,2020/11/23,2020/11/25,Second Class,PW-19240,OFF-PA-10003441,27,39.0
8820,2020/11/28,2020/12/02,Standard Class,EB-14170,OFF-PA-10003395,235,336.0
8821,2022/11/03,2022/11/07,Standard Class,DK-13090,TEC-CO-10003236,480,960.0
8822,2022/11/03,2022/11/07,Standard Class,DK-13090,OFF-BI-10002982,4,4.0
8823,2022/11/03,2022/11/07,Standard Class,DK-13090,OFF-AR-10004010,45,56.0
8824,2022/11/03,2022/11/07,Standard Class,DK-13090,OFF-PA-10002947,5,11.0
8825,2022/03/21,2022/03/23,Second Class,TB-21055,OFF-EN-10003845,7,9.0
8826,2020/12/19,2020/12/22,First Class,AG-10900,OFF-LA-10003190,3,7.0
8827,2019/04/02,2019/04/06,Second Class,SC-20020,OFF-PA-10002986,21,27.0
8828,2019/04/02,2019/04/06,Second Class,SC-20020,OFF-PA-10001593,23,33.0
8829,2020/06/05,2020/06/09,Standard Class,BB-11545,OFF-PA-10000528,6,11.0
8830,2019/10/06,2019/10/09,First Class,VP-21760,OFF-ST-10001932,309,386.0
8831,2021/08/21,2021/08/24,Second Class,RP-19270,OFF-BI-10003727,27,33.0
8832,2020/11/15,2020/11/19,Standard Class,DH-13675,FUR-FU-10002759,36,40.0
8833,2020/06/22,2020/06/27,Standard Class,SW-20455,OFF-BI-10000545,731,1218.0
8834,2022/09/24,2022/09/28,Standard Class,KF-16285,OFF-ST-10004950,11,16.0
8835,2022/09/24,2022/09/28,Standard Class,KF-16285,TEC-PH-10003171,63,90.0
8836,2022/09/24,2022/09/28,Standard Class,KF-16285,OFF-AR-10000614,7,14.0
8837,2022/09/24,2022/09/28,Standard Class,KF-16285,OFF-AR-10000034,9,13.0
8838,2022/09/24,2022/09/28,Standard Class,KF-16285,OFF-LA-10003766,9,16.0
8839,2019/04/06,2019/04/10,Second Class,FH-14275,OFF-AR-10001725,64,71.0
8840,2019/04/06,2019/04/10,Second Class,FH-14275,OFF-BI-10002794,39,66.0
8841,2019/04/06,2019/04/10,Second Class,FH-14275,TEC-AC-10004171,210,300.0
8842,2021/02/09,2021/02/13,Standard Class,JR-16210,TEC-AC-10003628,54,90.0
8843,2021/02/09,2021/02/13,Standard Class,JR-16210,TEC-AC-10004761,19,32.0
8844,2019/11/18,2019/11/20,Second Class,JC-16105,OFF-ST-10000885,40,67.0
8845,2022/12/18,2022/12/23,Standard Class,BP-11290,OFF-BI-10004209,7,7.0
8846,2022/12/18,2022/12/23,Standard Class,BP-11290,OFF-FA-10002988,3,5.0
8847,2022/12/18,2022/12/23,Standard Class,BP-11290,OFF-PA-10002222,82,91.0
8848,2022/12/18,2022/12/23,Standard Class,BP-11290,OFF-AP-10004487,104,130.0
8849,2020/07/02,2020/07/04,First Class,FA-14230,TEC-PH-10003505,45,74.0
8850,2020/07/02,2020/07/04,First Class,FA-14230,FUR-FU-10000076,80,160.0
8851,2020/07/02,2020/07/04,First Class,FA-14230,OFF-BI-10004728,2,3.0
8852,2020/07/02,2020/07/04,First Class,FA-14230,OFF-PA-10002250,8,9.0
8853,2019/10/08,2019/10/13,Second Class,DN-13690,OFF-PA-10003823,87,124.0
8854,2020/09/22,2020/09/25,First Class,FO-14305,OFF-SU-10000898,44,56.0
8855,2020/09/22,2020/09/25,First Class,FO-14305,TEC-AC-10003832,433,618.0
8856,2022/12/24,2022/12/30,Standard Class,DP-13105,OFF-BI-10001679,19,21.0
8857,2022/10/13,2022/10/20,Standard Class,JW-15220,TEC-AC-10002335,168,210.0
8858,2022/10/13,2022/10/20,Standard Class,JW-15220,TEC-PH-10003187,16,32.0
8859,2022/10/13,2022/10/20,Standard Class,JW-15220,OFF-BI-10003527,4576,5084.0
8860,2022/08/20,2022/08/26,Standard Class,TT-21460,TEC-PH-10003171,18,36.0
8861,2020/09/11,2020/09/18,Standard Class,SN-20560,OFF-LA-10000414,19,31.0
8862,2020/09/11,2020/09/18,Standard Class,SN-20560,FUR-FU-10002107,7,9.0
8863,2020/09/11,2020/09/18,Standard Class,SN-20560,OFF-BI-10004593,147,210.0
8864,2020/09/11,2020/09/18,Standard Class,SN-20560,OFF-AP-10003860,56,111.0
8865,2020/09/11,2020/09/18,Standard Class,SN-20560,OFF-PA-10000556,31,39.0
8866,2020/12/20,2020/12/26,Standard Class,JM-15865,OFF-AP-10003281,33,36.0
8867,2019/09/20,2019/09/23,First Class,SB-20185,FUR-BO-10004218,296,493.0
8868,2019/09/20,2019/09/23,First Class,SB-20185,TEC-PH-10002185,8,11.0
8869,2021/11/04,2021/11/08,Standard Class,CC-12475,TEC-MA-10003176,343,686.0
8870,2022/12/01,2022/12/06,Standard Class,SH-19975,OFF-BI-10002003,13,16.0
8871,2022/12/01,2022/12/06,Standard Class,SH-19975,FUR-FU-10000023,64,71.0
8872,2022/12/01,2022/12/06,Standard Class,SH-19975,OFF-ST-10002756,325,541.0
8873,2019/10/10,2019/10/10,Same Day,RB-19435,TEC-MA-10002694,51,102.0
8874,2019/10/10,2019/10/10,Same Day,RB-19435,OFF-BI-10002429,9,18.0
8875,2022/11/14,2022/11/16,Second Class,TC-21295,OFF-BI-10003684,13,22.0
8876,2021/08/13,2021/08/19,Standard Class,CT-11995,OFF-SU-10003505,130,185.0
8877,2021/08/13,2021/08/19,Standard Class,CT-11995,OFF-AP-10002534,41,59.0
8878,2022/09/17,2022/09/23,Standard Class,GZ-14470,TEC-MA-10004626,384,480.0
8879,2022/09/17,2022/09/23,Standard Class,GZ-14470,OFF-ST-10000615,27,34.0
8880,2020/03/23,2020/03/25,First Class,AM-10360,OFF-PA-10000659,116,193.0
8881,2020/03/23,2020/03/25,First Class,AM-10360,TEC-AC-10000736,120,240.0
8882,2021/06/30,2021/07/03,Second Class,AH-10120,TEC-AC-10003038,25,50.0
8883,2022/10/20,2022/10/25,Standard Class,MY-18295,TEC-PH-10004071,13,16.0
8884,2022/10/20,2022/10/25,Standard Class,MY-18295,OFF-PA-10001667,7,14.0
8885,2019/08/25,2019/08/30,Standard Class,BS-11590,OFF-BI-10001982,4,7.0
8886,2019/08/25,2019/08/30,Standard Class,BS-11590,OFF-BI-10004141,1,3.0
8887,2019/08/25,2019/08/30,Standard Class,BS-11590,OFF-BI-10002103,10,21.0
8888,2019/07/27,2019/07/30,Second Class,BB-10990,OFF-ST-10002574,166,276.0
8889,2022/12/01,2022/12/07,Standard Class,ML-17755,FUR-FU-10003394,315,630.0
8890,2021/10/17,2021/10/21,Second Class,FC-14245,TEC-PH-10003072,360,450.0
8891,2021/10/17,2021/10/21,Second Class,FC-14245,OFF-AP-10003057,964,1928.0
8892,2021/09/16,2021/09/18,First Class,CR-12625,FUR-CH-10001146,110,122.0
8893,2020/12/01,2020/12/06,Standard Class,LC-16960,FUR-CH-10003973,2409,2677.0
8894,2019/08/05,2019/08/12,Standard Class,GZ-14470,FUR-TA-10001307,245,489.0
8895,2021/08/15,2021/08/22,Standard Class,BD-11320,FUR-FU-10004071,281,312.0
8896,2021/08/15,2021/08/22,Standard Class,BD-11320,OFF-ST-10001505,13,18.0
8897,2021/08/15,2021/08/22,Standard Class,BD-11320,TEC-PH-10004614,116,166.0
8898,2021/08/15,2021/08/22,Standard Class,BD-11320,OFF-PA-10004911,30,38.0
8899,2020/08/07,2020/08/09,Second Class,EM-14095,TEC-PH-10003601,247,495.0
8900,2020/08/07,2020/08/09,Second Class,EM-14095,OFF-LA-10004545,13,25.0
8901,2021/05/31,2021/06/04,Standard Class,BP-11290,FUR-FU-10001379,22,32.0
8902,2021/05/31,2021/06/04,Standard Class,BP-11290,OFF-PA-10001846,15,19.0
8903,2021/05/31,2021/06/04,Standard Class,BP-11290,FUR-CH-10000422,96,191.0
8904,2021/05/31,2021/06/04,Standard Class,BP-11290,OFF-PA-10004621,7,10.0
8905,2021/07/01,2021/07/01,Same Day,SU-20665,OFF-LA-10001474,18,31.0
8906,2021/07/01,2021/07/01,Same Day,SU-20665,TEC-AC-10001635,25,31.0
8907,2021/07/01,2021/07/01,Same Day,SU-20665,OFF-PA-10001950,53,75.0
8908,2021/12/18,2021/12/20,First Class,AY-10555,TEC-PH-10001552,47,67.0
8909,2020/01/26,2020/02/01,Standard Class,EM-13825,OFF-PA-10003790,91,183.0
8910,2022/10/28,2022/11/01,Standard Class,SA-20830,OFF-LA-10002475,15,22.0
8911,2022/11/04,2022/11/08,Standard Class,CA-12265,TEC-AC-10000303,58,96.0
8912,2022/11/04,2022/11/08,Standard Class,CA-12265,TEC-PH-10000127,101,144.0
8913,2022/11/04,2022/11/08,Standard Class,CA-12265,OFF-BI-10004364,3,4.0
8914,2022/11/04,2022/11/08,Standard Class,CA-12265,OFF-LA-10002195,4,5.0
8915,2021/05/09,2021/05/13,Standard Class,CV-12805,OFF-ST-10001490,771,857.0
8916,2021/05/09,2021/05/13,Standard Class,CV-12805,OFF-BI-10002852,12,13.0
8917,2021/05/09,2021/05/13,Standard Class,CV-12805,OFF-AP-10000390,29,49.0
8918,2021/05/09,2021/05/13,Standard Class,CV-12805,OFF-PA-10004327,38,77.0
8919,2021/05/09,2021/05/13,Standard Class,CV-12805,OFF-BI-10002353,11,19.0
8920,2019/04/02,2019/04/08,Standard Class,AH-10690,FUR-FU-10003192,89,178.0
8921,2019/04/28,2019/05/03,Standard Class,DS-13180,TEC-AC-10000736,80,160.0
8922,2021/10/04,2021/10/08,Standard Class,AH-10690,TEC-PH-10003095,37,53.0
8923,2021/10/04,2021/10/08,Standard Class,AH-10690,FUR-FU-10002885,9,12.0
8924,2022/06/11,2022/06/17,Standard Class,ZC-21910,OFF-BI-10001525,4,5.0
8925,2021/01/30,2021/02/03,Standard Class,DF-13135,TEC-PH-10004241,864,1440.0
8926,2021/01/30,2021/02/03,Standard Class,DF-13135,OFF-BI-10000546,1,2.0
8927,2021/01/30,2021/02/03,Standard Class,DF-13135,FUR-TA-10004256,563,626.0
8928,2020/09/27,2020/09/29,Second Class,SS-20140,OFF-AR-10002067,69,99.0
8929,2020/04/13,2020/04/17,Standard Class,FP-14320,FUR-TA-10000688,427,610.0
8930,2020/04/13,2020/04/17,Standard Class,FP-14320,FUR-TA-10002530,169,211.0
8931,2020/04/13,2020/04/17,Standard Class,FP-14320,TEC-PH-10001061,216,240.0
8932,2022/12/18,2022/12/24,Standard Class,HE-14800,FUR-FU-10001057,90,100.0
8933,2022/12/18,2022/12/24,Standard Class,HE-14800,TEC-AC-10002331,23,29.0
8934,2021/03/14,2021/03/19,Standard Class,SP-20545,FUR-FU-10003724,8,17.0
8935,2022/08/27,2022/08/27,Same Day,BP-11185,OFF-PA-10000528,9,13.0
8936,2022/08/27,2022/08/27,Same Day,BP-11185,TEC-AC-10001908,560,1120.0
8937,2020/12/17,2020/12/19,Second Class,PG-18895,OFF-AR-10003903,102,205.0
8938,2020/12/17,2020/12/19,Second Class,PG-18895,TEC-PH-10004908,122,136.0
8939,2020/12/17,2020/12/19,Second Class,PG-18895,OFF-AR-10001940,13,16.0
8940,2020/12/17,2020/12/19,Second Class,PG-18895,OFF-BI-10002026,84,93.0
8941,2019/08/22,2019/08/24,Second Class,JP-15520,OFF-SU-10003936,4,8.0
8942,2021/11/03,2021/11/05,First Class,NW-18400,OFF-BI-10002813,2,4.0
8943,2021/11/03,2021/11/05,First Class,NW-18400,TEC-MA-10003337,90,180.0
8944,2022/10/10,2022/10/16,Standard Class,SW-20245,FUR-CH-10001545,144,239.0
8945,2019/12/07,2019/12/08,First Class,EH-14005,OFF-PA-10000062,115,165.0
8946,2019/11/15,2019/11/17,Second Class,SC-20260,OFF-SU-10001574,7,11.0
8947,2022/12/24,2022/12/28,Standard Class,NC-18535,OFF-PA-10001972,10,19.0
8948,2022/12/24,2022/12/28,Standard Class,NC-18535,OFF-BI-10000201,7,12.0
8949,2019/12/24,2019/12/26,First Class,AS-10090,OFF-AP-10003278,10,14.0
8950,2022/12/22,2022/12/28,Standard Class,JL-15130,FUR-TA-10002903,654,935.0
8951,2022/12/22,2022/12/28,Standard Class,JL-15130,TEC-AC-10001013,28,47.0
8952,2022/12/22,2022/12/28,Standard Class,JL-15130,OFF-ST-10000918,21,26.0
8953,2022/12/22,2022/12/28,Standard Class,JL-15130,OFF-AR-10001419,12,23.0
8954,2022/12/22,2022/12/28,Standard Class,JL-15130,OFF-AP-10003266,41,59.0
8955,2019/08/08,2019/08/10,Second Class,VG-21790,FUR-BO-10000468,140,155.0
8956,2019/09/20,2019/09/24,Standard Class,HG-14965,OFF-PA-10004610,6,9.0
8957,2022/12/25,2022/12/28,First Class,JH-15430,FUR-FU-10004963,17,21.0
8958,2022/12/25,2022/12/28,First Class,JH-15430,TEC-MA-10004626,96,120.0
8959,2022/11/25,2022/11/30,Standard Class,RO-19780,TEC-PH-10003437,210,300.0
8960,2022/11/25,2022/11/30,Standard Class,RO-19780,OFF-AP-10002867,54,68.0
8961,2022/11/25,2022/11/30,Standard Class,RO-19780,FUR-CH-10002126,769,854.0
8962,2022/11/25,2022/11/30,Standard Class,RO-19780,OFF-AR-10001761,9,19.0
8963,2021/11/05,2021/11/07,First Class,LW-17125,FUR-FU-10004665,219,274.0
8964,2021/11/05,2021/11/07,First Class,LW-17125,TEC-AC-10000057,45,90.0
8965,2021/11/05,2021/11/07,First Class,LW-17125,FUR-FU-10003806,681,757.0
8966,2022/11/06,2022/11/12,Standard Class,CC-12370,OFF-BI-10000145,1,1.0
8967,2021/11/03,2021/11/07,Standard Class,JP-16135,TEC-AC-10000892,65,72.0
8968,2021/11/03,2021/11/07,Unknown,JP-16135,FUR-CH-10004886,329,470.0
8969,2019/12/30,2020/01/01,First Class,DD-13570,OFF-ST-10002554,31,39.0
8970,2022/12/02,2022/12/07,Standard Class,ES-14080,OFF-AR-10001662,16,20.0
8971,2022/12/02,2022/12/07,Standard Class,ES-14080,TEC-PH-10004531,121,151.0
8972,2022/03/24,2022/03/28,Standard Class,MV-17485,FUR-CH-10000665,163,272.0
8973,2019/11/19,2019/11/21,First Class,RD-19900,TEC-AC-10003023,38,48.0
8974,2022/04/25,2022/04/27,Second Class,RL-19615,FUR-BO-10004709,241,345.0
8975,2022/11/23,2022/11/26,First Class,JP-15460,OFF-PA-10000477,33,36.0
8976,2022/11/23,2022/11/26,First Class,JP-15460,OFF-PA-10002923,39,78.0
8977,2022/11/23,2022/11/26,First Class,JP-15460,FUR-TA-10003008,102,128.0
8978,2022/11/23,2022/11/26,First Class,JP-15460,OFF-BI-10003707,3,6.0
8979,2019/11/03,2019/11/05,Second Class,DM-13345,OFF-BI-10000546,4,6.0
8980,2020/10/19,2020/10/24,Second Class,CS-11860,OFF-BI-10000404,1,2.0
8981,2019/02/06,2019/02/10,Second Class,DL-13315,OFF-BI-10001196,4,9.0
8982,2021/03/06,2021/03/12,Standard Class,LC-16870,OFF-AP-10001626,2,2.0
8983,2021/03/06,2021/03/12,Standard Class,LC-16870,OFF-BI-10004656,2,2.0
8984,2021/03/06,2021/03/12,Standard Class,LC-16870,FUR-FU-10003773,80,159.0
8985,2021/03/06,2021/03/12,Standard Class,LC-16870,FUR-TA-10000849,117,146.0
8986,2020/12/03,2020/12/07,Standard Class,JG-15115,FUR-FU-10000222,62,78.0
8987,2020/12/03,2020/12/07,Standard Class,JG-15115,OFF-BI-10001718,48,96.0
8988,2020/12/03,2020/12/07,Standard Class,JG-15115,TEC-PH-10001700,63,106.0
8989,2020/12/03,2020/12/07,Standard Class,JG-15115,OFF-AR-10004078,6,9.0
8990,2020/12/24,2020/12/30,Standard Class,HM-14860,FUR-FU-10003026,7,10.0
8991,2020/12/24,2020/12/30,Standard Class,HM-14860,TEC-CO-10003763,4410,4900.0
8992,2022/10/01,2022/10/06,Standard Class,TN-21040,TEC-AC-10004708,52,105.0
8993,2022/10/16,2022/10/21,Standard Class,VP-21760,TEC-AC-10003499,11,19.0
8994,2022/10/16,2022/10/21,Standard Class,VP-21760,FUR-TA-10001950,938,1875.0
8995,2019/08/15,2019/08/17,First Class,CS-12355,OFF-PA-10000312,55,91.0
8996,2019/08/15,2019/08/17,First Class,CS-12355,OFF-AP-10004708,91,152.0
8997,2022/11/11,2022/11/13,First Class,PG-18820,TEC-PH-10004531,21,35.0
8998,2022/03/20,2022/03/20,Same Day,HG-14845,OFF-PA-10000474,51,57.0
8999,2022/03/20,2022/03/20,Same Day,HG-14845,OFF-PA-10002377,192,274.0
9000,2022/05/13,2022/05/17,Standard Class,MH-18115,FUR-CH-10001482,321,458.0
9001,2019/06/22,2019/06/22,Same Day,TB-21280,OFF-BI-10001553,6,8.0
9002,2019/12/02,2019/12/09,Standard Class,EM-13825,TEC-AC-10000199,4,6.0
9003,2019/12/02,2019/12/09,Standard Class,EM-13825,OFF-PA-10002195,12,15.0
9004,2020/04/05,2020/04/06,Same Day,JF-15415,TEC-AC-10001767,144,240.0
9005,2020/04/05,2020/04/06,Same Day,JF-15415,OFF-AR-10002467,12,24.0
9006,2022/11/18,2022/11/18,Same Day,NB-18655,OFF-ST-10001321,74,93.0
9007,2022/11/18,2022/11/18,Same Day,NB-18655,OFF-ST-10000777,19,38.0
9008,2022/11/18,2022/11/18,Same Day,NB-18655,OFF-LA-10003720,5,7.0
9009,2022/11/18,2022/11/18,Same Day,NB-18655,FUR-FU-10000206,3,6.0
9010,2022/07/12,2022/07/18,Standard Class,CS-11860,OFF-PA-10000791,3,4.0
9011,2022/05/19,2022/05/23,Standard Class,ND-18460,OFF-BI-10001787,16,26.0
9012,2020/12/20,2020/12/21,First Class,ED-13885,TEC-AC-10004353,50,101.0
9013,2021/02/21,2021/02/22,First Class,EA-14035,FUR-FU-10001861,109,136.0
9014,2022/03/18,2022/03/22,Standard Class,BP-11050,OFF-AR-10002766,10,14.0
9015,2022/03/18,2022/03/22,Standard Class,BP-11050,OFF-EN-10003072,17,19.0
9016,2021/12/17,2021/12/23,Standard Class,NS-18640,OFF-BI-10001636,9,13.0
9017,2021/12/17,2021/12/23,Standard Class,NS-18640,OFF-BI-10000948,10,11.0
9018,2021/03/26,2021/03/28,Second Class,MV-17485,OFF-PA-10001838,14,18.0
9019,2021/03/26,2021/03/28,Second Class,MV-17485,OFF-BI-10002215,14,17.0
9020,2019/12/16,2019/12/18,Second Class,LE-16810,TEC-AC-10001314,80,100.0
9021,2019/12/16,2019/12/18,Second Class,LE-16810,FUR-FU-10002268,15,29.0
9022,2020/11/15,2020/11/20,Standard Class,VP-21760,OFF-BI-10002133,100,167.0
9023,2021/08/22,2021/08/23,First Class,TC-21475,FUR-FU-10001979,59,98.0
9024,2020/06/29,2020/07/02,First Class,SG-20470,FUR-CH-10001482,83,118.0
9025,2021/06/26,2021/07/02,Standard Class,VP-21760,TEC-AC-10002018,15,21.0
9026,2021/06/26,2021/07/02,Standard Class,VP-21760,TEC-AC-10000397,112,140.0
9027,2021/06/26,2021/07/02,Standard Class,VP-21760,FUR-FU-10003976,23,38.0
9028,2021/09/17,2021/09/22,Standard Class,PO-18865,FUR-FU-10002597,7,15.0
9029,2021/09/17,2021/09/22,Standard Class,PO-18865,FUR-FU-10004864,173,192.0
9030,2019/07/18,2019/07/23,Standard Class,JL-15130,OFF-BI-10002103,10,14.0
9031,2022/09/01,2022/09/01,Same Day,RW-19540,OFF-AP-10001005,157,315.0
9032,2022/09/01,2022/09/01,Same Day,RW-19540,FUR-TA-10002607,255,284.0
9033,2022/06/22,2022/06/26,Standard Class,RB-19465,FUR-CH-10000454,390,488.0
9034,2019/09/02,2019/09/07,Standard Class,SC-20095,OFF-BI-10001359,1076,1794.0
9035,2020/10/01,2020/10/05,Standard Class,EM-13960,OFF-BI-10003196,2,3.0
9036,2020/10/01,2020/10/05,Standard Class,EM-13960,TEC-AC-10003657,65,109.0
9037,2020/04/07,2020/04/10,First Class,RP-19390,OFF-PA-10002262,18,26.0
9038,2020/04/07,2020/04/10,First Class,RP-19390,OFF-ST-10002214,14,23.0
9039,2022/11/21,2022/11/21,Same Day,HZ-14950,TEC-PH-10003555,28,55.0
9040,2021/12/17,2021/12/21,Standard Class,AB-10105,OFF-BI-10000545,5936,9893.0
9041,2019/09/19,2019/09/24,Standard Class,ND-18460,FUR-TA-10004607,44,74.0
9042,2019/09/28,2019/10/03,Standard Class,XP-21865,FUR-FU-10000277,303,337.0
9043,2020/09/22,2020/09/26,Second Class,MM-18280,OFF-AP-10004532,55,61.0
9044,2021/11/07,2021/11/13,Standard Class,ML-17395,TEC-AC-10003911,240,480.0
